id,code,p_code,level,name
978,330800,330000,2,衢州市
979,330802,330800,3,柯城区
980,330803,330800,3,衢江区
981,330822,330800,3,常山县
982,330824,330800,3,开化县
983,330825,330800,3,龙游县
984,330881,330800,3,江山市
985,330900,330000,2,舟山市
986,330902,330900,3,定海区
987,330903,330900,3,普陀区
988,330921,330900,3,岱山县
989,330922,330900,3,嵊泗县
990,331000,330000,2,台州市
991,331002,331000,3,椒江区
992,331003,331000,3,黄岩区
993,331004,331000,3,路桥区
994,331022,331000,3,三门县
995,331023,331000,3,天台县
996,331024,331000,3,仙居县
997,331081,331000,3,温岭市
998,331082,331000,3,临海市
999,331083,331000,3,玉环市
1000,331100,330000,2,丽水市
